"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19","shouldNotResetPrimitiveFields","","Tue Nov 25 09:49:44 UTC 2025","passed","Tue Nov 25 09:49:44 UTC 2025","","pl.allegro.tech.hermes.api.helper.PatchTest","pl.allegro.tech.hermes.api.helper.PatchTest","shouldNotResetPrimitiveFields"
"","12","should send Schema-Version header when publishing with schema using RestClient sender","","Tue Nov 25 09:49:57 UTC 2025","passed","Tue Nov 25 09:49:57 UTC 2025","","HermesSenderTest","pl.allegro.tech.hermes.client.HermesSenderTest","should send Schema-Version header when publishing with schema using RestClient sender"
"","107","should not allow for more total offsets than allowed","","Tue Nov 25 09:50:30 UTC 2025","passed","Tue Nov 25 09:50:30 UTC 2025","","PendingOffsetsTest","pl.allegro.tech.hermes.consumers.consumer.offset.PendingOffsetsTest","should not allow for more total offsets than allowed"
"","118","should not throw exception on malformed topic when reading list of all topics","IntegrationTest","Tue Nov 25 09:50:11 UTC 2025","passed","Tue Nov 25 09:50:11 UTC 2025","","ZookeeperGroupRepositoryTest","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperGroupRepositoryTest","should not throw exception on malformed topic when reading list of all topics"
"","248","should open edit subscription constraint dialog when subscription is clicked","ConstraintsListing","Tue Nov 25 09:48:08 UTC 2025","passed","Tue Nov 25 09:48:09 UTC 2025","","","",""
"","167","should render subscription http/2 configuration flag (false)","PropertiesCard","Tue Nov 25 09:47:40 UTC 2025","passed","Tue Nov 25 09:47:40 UTC 2025","","","",""
"","61","should track latency metrics for schema retrieval","","Tue Nov 25 09:50:07 UTC 2025","passed","Tue Nov 25 09:50:07 UTC 2025","","ReadMetricsTrackingRawSchemaClientTest","pl.allegro.tech.hermes.common.schema.ReadMetricsTrackingRawSchemaClientTest","should track latency metrics for schema retrieval"
"","0","shouldAppendContextToURI","","Tue Nov 25 09:51:05 UTC 2025","passed","Tue Nov 25 09:51:05 UTC 2025","","pl.allegro.tech.hermes.consumers.uri.UriUtilsTest","pl.allegro.tech.hermes.consumers.uri.UriUtilsTest","shouldAppendContextToURI"
"","374","should render metrics card","MetricsCard","Tue Nov 25 09:47:56 UTC 2025","passed","Tue Nov 25 09:47:57 UTC 2025","","","",""
"","3","shouldIncreaseRateWhenFailuresBelowToleranceOccuredAndNotAboveMaximumRate","","Tue Nov 25 09:50:50 UTC 2025","passed","Tue Nov 25 09:50:50 UTC 2025","","pl.allegro.tech.hermes.consumers.consumer.rate.calculator.NormalModeOutputRateCalculatorTest","pl.allegro.tech.hermes.consumers.consumer.rate.calculator.NormalModeOutputRateCalculatorTest","shouldIncreaseRateWhenFailuresBelowToleranceOccuredAndNotAboveMaximumRate"
"","519","should render subscription metadata box","SubscriptionMetadata","Tue Nov 25 09:47:45 UTC 2025","passed","Tue Nov 25 09:47:45 UTC 2025","","","",""
"","5","should throw error if schema does not exist by id","","Tue Nov 25 09:55:32 UTC 2025","passed","Tue Nov 25 09:55:32 UTC 2025","","SchemaExistenceEnsurerTest","pl.allegro.tech.hermes.schema.SchemaExistenceEnsurerTest","should throw error if schema does not exist by id"
"","85","should not show error message when data was fetch successfully","GroupsView","Tue Nov 25 09:48:15 UTC 2025","passed","Tue Nov 25 09:48:15 UTC 2025","","","",""
"","1159","shouldQueryTopicsMetrics(String, String, String, List) [4] testTopic7, testTopic8, {""query"": {""published"": {""lt"": ""3""}}}, [testTopic7]","","Tue Nov 25 09:56:04 UTC 2025","passed","Tue Nov 25 09:56:05 UTC 2025","","pl.allegro.tech.hermes.integrationtests.management.QueryEndpointTest","pl.allegro.tech.hermes.integrationtests.management.QueryEndpointTest","shouldQueryTopicsMetrics"
"","0","topic with allowed labels should be valid during creation [givenAllowedLabels: [TopicLabel(label-1), TopicLabel(label-2), TopicLabel(label-3)], createdTopicLabels: [TopicLabel(label-1)], #7]","","Tue Nov 25 09:53:35 UTC 2025","passed","Tue Nov 25 09:53:35 UTC 2025","","TopicValidatorTest","pl.allegro.tech.hermes.management.domain.topic.validator.TopicValidatorTest","topic with allowed labels should be valid during creation [givenAllowedLabels: [TopicLabel(label-1), TopicLabel(label-2), TopicLabel(label-3)], createdTopicLabels: [TopicLabel(label-1)], #7]"
"","107","should render diagnostics button","SubscriptionMetadata","Tue Nov 25 09:47:46 UTC 2025","passed","Tue Nov 25 09:47:46 UTC 2025","","","",""
"","59","should set error to true on /groups endpoint failure","useGroups","Tue Nov 25 09:48:09 UTC 2025","passed","Tue Nov 25 09:48:09 UTC 2025","","","",""
"","145","should send Content-Type header when publishing using RestClient sender","","Tue Nov 25 09:49:57 UTC 2025","passed","Tue Nov 25 09:49:57 UTC 2025","","HermesSenderTest","pl.allegro.tech.hermes.client.HermesSenderTest","should send Content-Type header when publishing using RestClient sender"
