"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11","should create sources","","Thu Mar 19 13:11:19 UTC 2026","passed","Thu Mar 19 13:11:19 UTC 2026","","OwnerSourcesSpec","pl.allegro.tech.hermes.management.domain.owner.OwnerSourcesSpec","should create sources"
"","2","should retrieve topic name and subscription name from subscription fully qualified name","topics-utils","Thu Mar 19 13:06:28 UTC 2026","passed","Thu Mar 19 13:06:28 UTC 2026","","","",""
"","998","shouldReturnNoDataStatusWhenPrometheusRespondsWithAnError()","","Thu Mar 19 13:14:48 UTC 2026","passed","Thu Mar 19 13:14:49 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.SubscriptionManagementTest","pl.allegro.tech.hermes.integrationtests.management.SubscriptionManagementTest","shouldReturnNoDataStatusWhenPrometheusRespondsWithAnError"
"","1","shouldAssignWorkToNewConsumersByWorkStealing","","Thu Mar 19 13:08:49 UTC 2026","passed","Thu Mar 19 13:08:49 UTC 2026","","pl.allegro.tech.hermes.consumers.supervisor.workload.SelectiveWorkBalancerTest","pl.allegro.tech.hermes.consumers.supervisor.workload.SelectiveWorkBalancerTest","shouldAssignWorkToNewConsumersByWorkStealing"
"","6","should complete exceptionally if any of futures complete so","","Thu Mar 19 13:10:27 UTC 2026","passed","Thu Mar 19 13:10:27 UTC 2026","","CompletableFuturesHelperTest","pl.allegro.tech.hermes.frontend.utils.CompletableFuturesHelperTest","should complete exceptionally if any of futures complete so"
"","17","should report history on start","","Thu Mar 19 13:08:25 UTC 2026","passed","Thu Mar 19 13:08:25 UTC 2026","","NegotiatedMaxRateProviderTest","pl.allegro.tech.hermes.consumers.consumer.rate.maxrate.NegotiatedMaxRateProviderTest","should report history on start"
"","7","should filter message by headers [headers: [a:0001], matcher: 0001, result: true, #0]","","Thu Mar 19 13:08:00 UTC 2026","passed","Thu Mar 19 13:08:00 UTC 2026","","HeaderMessageFilterSpec","pl.allegro.tech.hermes.domain.filtering.HeaderMessageFilterSpec","should filter message by headers [headers: [a:0001], matcher: 0001, result: true, #0]"
"","59","should fetch user roles from Hermes API with topic","useRoles","Thu Mar 19 13:05:59 UTC 2026","passed","Thu Mar 19 13:05:59 UTC 2026","","","",""
"","1363","shouldReturnErrorWhenChaosExperimentIsEnabledForAllDatacenters()","","Thu Mar 19 13:14:07 UTC 2026","passed","Thu Mar 19 13:14:08 UTC 2026","","pl.allegro.tech.hermes.integrationtests.RemoteDatacenterProduceFallbackTest","pl.allegro.tech.hermes.integrationtests.RemoteDatacenterProduceFallbackTest","shouldReturnErrorWhenChaosExperimentIsEnabledForAllDatacenters"
"","222","should return names of all defined subscriptions","IntegrationTest","Thu Mar 19 13:08:04 UTC 2026","passed","Thu Mar 19 13:08:04 UTC 2026","","ZookeeperSubscriptionRepositoryTest","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperSubscriptionRepositoryTest","should return names of all defined subscriptions"
"","0","should throw IllegalArgumentException when the endpoint address is googlepubsub://pubsub.googleapis.com:443/project/test-project/topics/test-topic","","Thu Mar 19 13:08:28 UTC 2026","passed","Thu Mar 19 13:08:28 UTC 2026","","GooglePubSubSenderTargetResolverTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlepubsub.GooglePubSubSenderTargetResolverTest","should throw IllegalArgumentException when the endpoint address is googlepubsub://pubsub.googleapis.com:443/project/test-project/topics/test-topic"
"","3","array paths [path: .cast[*].firstName, matcher: unknown, matchingStrategy: null, result: false, #6]","","Thu Mar 19 13:07:59 UTC 2026","passed","Thu Mar 19 13:07:59 UTC 2026","","AvroPathMessageFilterSpec","pl.allegro.tech.hermes.domain.filtering.AvroPathMessageFilterSpec","array paths [path: .cast[*].firstName, matcher: unknown, matchingStrategy: null, result: false, #6]"
"","82","should show remove topic from favorites button","TopicHeader","Thu Mar 19 13:05:21 UTC 2026","passed","Thu Mar 19 13:05:21 UTC 2026","","","",""
"","8","updating topic with over 2 days of retention time should be invalid for regular user [retentionTime: <pl.allegro.tech.hermes.api.RetentionTime@2a320 duration=172801 retentionUnit=SECONDS>, #3]","","Thu Mar 19 13:11:23 UTC 2026","passed","Thu Mar 19 13:11:23 UTC 2026","","TopicValidatorWithRealApiPreconditionsTest","pl.allegro.tech.hermes.management.domain.topic.validator.TopicValidatorWithRealApiPreconditionsTest","updating topic with over 2 days of retention time should be invalid for regular user [retentionTime: <pl.allegro.tech.hermes.api.RetentionTime@2a320 duration=172801 retentionUnit=SECONDS>, #3]"
"","1","topic with owner that doesn't include the creator should be invalid","","Thu Mar 19 13:11:23 UTC 2026","passed","Thu Mar 19 13:11:23 UTC 2026","","TopicValidatorTest","pl.allegro.tech.hermes.management.domain.topic.validator.TopicValidatorTest","topic with owner that doesn't include the creator should be invalid"
"","471","should render results","SearchCommander","Thu Mar 19 13:05:14 UTC 2026","passed","Thu Mar 19 13:05:15 UTC 2026","","","",""
"","54","should set error to true on subscription metrics endpoint failure","useSubscription","Thu Mar 19 13:04:55 UTC 2026","passed","Thu Mar 19 13:04:55 UTC 2026","","","",""
