"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 07 09:18:27 GMT 2025","Mon Jul 07 09:18:27 GMT 2025","7","","ReactiveHermesClientTest","","pl.allegro.tech.hermes.client.ReactiveHermesClientTest","should not publish after shutdown","should not publish after shutdown",""
"passed","Mon Jul 07 09:24:36 GMT 2025","Mon Jul 07 09:24:40 GMT 2025","4013","","pl.allegro.tech.hermes.integrationtests.management.QueryEndpointTest","","pl.allegro.tech.hermes.integrationtests.management.QueryEndpointTest","shouldQuerySubscription","shouldQuerySubscription(String, List) [7] {""query"": {""or"": [{""name"": ""subscription1""}, {""endpoint"": ""http://endpoint1""}]}}, [1, 3]",""
"passed","Mon Jul 07 09:15:38 GMT 2025","Mon Jul 07 09:15:38 GMT 2025","45","useCreateSubscription","","","","","should return initialized form",""
"passed","Mon Jul 07 09:18:37 GMT 2025","Mon Jul 07 09:18:37 GMT 2025","0","","HeaderMessageFilterSpec","","pl.allegro.tech.hermes.domain.filtering.HeaderMessageFilterSpec","should filter message by headers [headers: [a:0001, b:0002], matcher: 0001, result: true, #2]","should filter message by headers [headers: [a:0001, b:0002], matcher: 0001, result: true, #2]",""
"passed","Mon Jul 07 09:18:37 GMT 2025","Mon Jul 07 09:18:37 GMT 2025","1","","JsonPathMessageFilterSpec","","pl.allegro.tech.hermes.domain.filtering.JsonPathMessageFilterSpec","should filter '$.[?(@.ppu < 0.5)].name' matching 'Cake' with result: false","should filter '$.[?(@.ppu < 0.5)].name' matching 'Cake' with result: false",""
"passed","Mon Jul 07 09:20:46 GMT 2025","Mon Jul 07 09:20:46 GMT 2025","1","","MessageStateTest","","pl.allegro.tech.hermes.frontend.publishing.message.MessageStateTest","should set 'delayed sending' state from 'sending to kafka' state","should set 'delayed sending' state from 'sending to kafka' state",""
"passed","Mon Jul 07 09:19:00 GMT 2025","Mon Jul 07 09:19:00 GMT 2025","4","","MultiMessageSendingResultTest","","pl.allegro.tech.hermes.consumers.consumer.sender.MultiMessageSendingResultTest","should retun only succeeded url filtered by predicate","should retun only succeeded url filtered by predicate",""
"passed","Mon Jul 07 09:19:01 GMT 2025","Mon Jul 07 09:19:01 GMT 2025","0","","GooglePubSubSenderTargetResolverTest","","pl.allegro.tech.hermes.consumers.consumer.sender.googlepubsub.GooglePubSubSenderTargetResolverTest","should throw IllegalArgumentException when the endpoint address is pubsub.googleapis.com:443/projects/test-project/topics/test-topic","should throw IllegalArgumentException when the endpoint address is pubsub.googleapis.com:443/projects/test-project/topics/test-topic",""
"passed","Mon Jul 07 09:24:52 GMT 2025","Mon Jul 07 09:24:52 GMT 2025","257","","pl.allegro.tech.hermes.integrationtests.management.QueryEndpointTest","","pl.allegro.tech.hermes.integrationtests.management.QueryEndpointTest","shouldReturnGroupsWithNameContainingString","shouldReturnGroupsWithNameContainingString()",""
"passed","Mon Jul 07 09:19:07 GMT 2025","Mon Jul 07 09:19:07 GMT 2025","2","","SignalsFilterTest","","pl.allegro.tech.hermes.consumers.supervisor.process.SignalsFilterTest","should filter out contradicting signals like START & STOP or STOP & START for the same subscription","should filter out contradicting signals like START & STOP or STOP & START for the same subscription",""
"passed","Mon Jul 07 09:22:10 GMT 2025","Mon Jul 07 09:22:10 GMT 2025","18","","TopicValidatorWithRealApiPreconditionsTest","","pl.allegro.tech.hermes.management.domain.topic.validator.TopicValidatorWithRealApiPreconditionsTest","updating topic with up to 7 days of retention time should be valid [retentionTime: <pl.allegro.tech.hermes.api.RetentionTime@26 duration=7 retentionUnit=DAYS>, user: <pl.allegro.tech.hermes.management.domain.auth.TestRequestUser@755a9187 username=regularUser admin=false isOwner=false>, #11]","updating topic with up to 7 days of retention time should be valid [retentionTime: <pl.allegro.tech.hermes.api.RetentionTime@26 duration=7 retentionUnit=DAYS>, user: <pl.allegro.tech.hermes.management.domain.auth.TestRequestUser@755a9187 username=regularUser admin=false isOwner=false>, #11]",""
"passed","Mon Jul 07 09:19:22 GMT 2025","Mon Jul 07 09:19:22 GMT 2025","10","","pl.allegro.tech.hermes.consumers.supervisor.workload.WorkloadRegistryTest","","pl.allegro.tech.hermes.consumers.supervisor.workload.WorkloadRegistryTest","shouldSaveAssignmentsAndReadThroughClusterAssignmentCache","shouldSaveAssignmentsAndReadThroughClusterAssignmentCache",""
"passed","Mon Jul 07 09:22:05 GMT 2025","Mon Jul 07 09:22:06 GMT 2025","348","MultiZookeeperIntegrationTest","ConsumerGroupCleanUpTaskTest","","pl.allegro.tech.hermes.management.domain.subscription.consumergroup.ConsumerGroupCleanUpTaskTest","should skip removal of consumer group - subscription exist","should skip removal of consumer group - subscription exist",""
"passed","Mon Jul 07 09:18:09 GMT 2025","Mon Jul 07 09:18:09 GMT 2025","6","","SubscriptionConstraintsValidationTest","","pl.allegro.tech.hermes.api.SubscriptionConstraintsValidationTest","there shouldn't be any violations for valid inputs [consumersNumber: 100, reason: r, #3]","there shouldn't be any violations for valid inputs [consumersNumber: 100, reason: r, #3]",""
"passed","Mon Jul 07 09:15:49 GMT 2025","Mon Jul 07 09:15:49 GMT 2025","57","ReadinessView","","","","","should show error message when fetching data failed",""
"passed","Mon Jul 07 09:15:40 GMT 2025","Mon Jul 07 09:15:41 GMT 2025","225","GroupsView","","","","","should open modal on `new group` button click",""
"passed","Mon Jul 07 09:18:58 GMT 2025","Mon Jul 07 09:18:58 GMT 2025","16","","OAuthSubscriptionHandlerTest","","pl.allegro.tech.hermes.consumers.consumer.oauth.OAuthSubscriptionHandlerTest","should request token on init","should request token on init",""
