"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","99","each consecutive idle-time is multiplied by base","","Tue Jul 21 13:39:24 UTC 2026","passed","Tue Jul 21 13:39:24 UTC 2026","","ExponentiallyGrowingIdleTimeCalculatorTest","pl.allegro.tech.hermes.consumers.consumer.ExponentiallyGrowingIdleTimeCalculatorTest","each consecutive idle-time is multiplied by base"
"","3","should interpret message as failed for status different than 201 or 202 [status: 404, #4]","","Tue Jul 21 13:38:53 UTC 2026","passed","Tue Jul 21 13:38:53 UTC 2026","","ReactiveHermesClientTest","pl.allegro.tech.hermes.client.ReactiveHermesClientTest","should interpret message as failed for status different than 201 or 202 [status: 404, #4]"
"","258","shouldReturnGroupsWithNameContainingString()","","Tue Jul 21 13:46:20 UTC 2026","passed","Tue Jul 21 13:46:20 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.QueryEndpointTest","pl.allegro.tech.hermes.integrationtests.management.QueryEndpointTest","shouldReturnGroupsWithNameContainingString"
"","38","should return groups with inconsistent topics","","Tue Jul 21 13:41:31 UTC 2026","passed","Tue Jul 21 13:41:31 UTC 2026","","DcConsistencyServiceSpec","pl.allegro.tech.hermes.management.domain.consistency.DcConsistencyServiceSpec","should return groups with inconsistent topics"
"","8","should build exception root cause from all children","","Tue Jul 21 13:39:28 UTC 2026","passed","Tue Jul 21 13:39:28 UTC 2026","","MultiMessageSendingResultTest","pl.allegro.tech.hermes.consumers.consumer.sender.MultiMessageSendingResultTest","should build exception root cause from all children"
"","1094","shouldChainMultipleFilters()","","Tue Jul 21 13:40:26 UTC 2026","passed","Tue Jul 21 13:40:27 UTC 2026","","pl.allegro.tech.hermes.integrationtests.FilteringAvroTest","pl.allegro.tech.hermes.integrationtests.FilteringAvroTest","shouldChainMultipleFilters"
"","9","should work with subscription-name field","","Tue Jul 21 13:38:59 UTC 2026","passed","Tue Jul 21 13:38:59 UTC 2026","","LoggingContextSpec","pl.allegro.tech.hermes.common.logging.LoggingContextSpec","should work with subscription-name field"
"","250","shouldReturn4xxForTooLargeContent()","","Tue Jul 21 13:43:49 UTC 2026","passed","Tue Jul 21 13:43:49 UTC 2026","","pl.allegro.tech.hermes.integrationtests.PublishingTest","pl.allegro.tech.hermes.integrationtests.PublishingTest","shouldReturn4xxForTooLargeContent"
"","221","should return names of all defined subscriptions","IntegrationTest","Tue Jul 21 13:39:07 UTC 2026","passed","Tue Jul 21 13:39:08 UTC 2026","","ZookeeperSubscriptionRepositoryTest","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperSubscriptionRepositoryTest","should return names of all defined subscriptions"
"","50","should return proper number of matching messages","","Tue Jul 21 13:43:36 UTC 2026","passed","Tue Jul 21 13:43:36 UTC 2026","","HermesMockTest","pl.allegro.tech.hermes.mock.HermesMockTest","should return proper number of matching messages"
"","2","should throw exception when fetching details of unexistent topic","IntegrationTest","Tue Jul 21 13:39:10 UTC 2026","passed","Tue Jul 21 13:39:10 UTC 2026","","ZookeeperTopicRepositoryTest","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperTopicRepositoryTest","should throw exception when fetching details of unexistent topic"
