"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","shouldNotSlowDownWhenRatioOfFailuresIsBelowGivenThreshold","","Wed May 20 12:20:49 UTC 2026","passed","Wed May 20 12:20:49 UTC 2026","","pl.allegro.tech.hermes.consumers.consumer.rate.calculator.NormalModeOutputRateCalculatorTest","pl.allegro.tech.hermes.consumers.consumer.rate.calculator.NormalModeOutputRateCalculatorTest","shouldNotSlowDownWhenRatioOfFailuresIsBelowGivenThreshold"
"","246","shouldAllowAdminUserToDisableFallbackToRemoteDatacenter()","","Wed May 20 12:28:17 UTC 2026","passed","Wed May 20 12:28:18 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.TopicManagementTest","pl.allegro.tech.hermes.integrationtests.management.TopicManagementTest","shouldAllowAdminUserToDisableFallbackToRemoteDatacenter"
"","25","should send custom header when publishing using JerseySender sender","","Wed May 20 12:19:58 UTC 2026","passed","Wed May 20 12:19:58 UTC 2026","","HermesSenderTest","pl.allegro.tech.hermes.client.HermesSenderTest","should send custom header when publishing using JerseySender sender"
"","94","should check nonAdminCreationEnabled = true on group creation for admin = true","","Wed May 20 12:22:43 UTC 2026","passed","Wed May 20 12:22:43 UTC 2026","","ManagementRightsSpec","pl.allegro.tech.hermes.management.api.auth.ManagementRightsSpec","should check nonAdminCreationEnabled = true on group creation for admin = true"
"","0","changing inflight should be allowed for admins [previousInflight: 60, updatedInflight: 120, #2]","","Wed May 20 12:23:16 UTC 2026","passed","Wed May 20 12:23:16 UTC 2026","","InflightSizeValidatorTest","pl.allegro.tech.hermes.management.domain.subscription.validator.InflightSizeValidatorTest","changing inflight should be allowed for admins [previousInflight: 60, updatedInflight: 120, #2]"
"","411","should return empty optional for last modified time of non existing counter","MultiZookeeperIntegrationTest","Wed May 20 12:24:19 UTC 2026","passed","Wed May 20 12:24:19 UTC 2026","","SummedSharedCounterTest","pl.allegro.tech.hermes.management.infrastructure.metrics.SummedSharedCounterTest","should return empty optional for last modified time of non existing counter"
"","3798","shouldSendAvroAfterSubscriptionContentTypeChanged()","","Wed May 20 12:24:35 UTC 2026","passed","Wed May 20 12:24:39 UTC 2026","","pl.allegro.tech.hermes.integrationtests.PublishingAvroTest","pl.allegro.tech.hermes.integrationtests.PublishingAvroTest","shouldSendAvroAfterSubscriptionContentTypeChanged"
"","2","should return empty list on not registered subject [client: <pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClient@126606bc schemaRepositoryInstanceResolver=inaccessible objectMapper=inaccessible validationEndpointEnabled=inaccessible deleteSchemaPathSuffix=inaccessible subjectNamingStrategy=inaccessible>, subjectNamingStrategy: <pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x000000002a47c250@6301175a arg$1=inaccessible arg$2=inaccessible>, #3]","","Wed May 20 12:24:58 UTC 2026","passed","Wed May 20 12:24:58 UTC 2026","","SchemaRegistryRawSchemaClientTest","pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClientTest","should return empty list on not registered subject [client: <pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClient@126606bc schemaRepositoryInstanceResolver=inaccessible objectMapper=inaccessible validationEndpointEnabled=inaccessible deleteSchemaPathSuffix=inaccessible subjectNamingStrategy=inaccessible>, subjectNamingStrategy: <pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x000000002a47c250@6301175a arg$1=inaccessible arg$2=inaccessible>, #3]"
"","21","should override content types from TopicProperties","","Wed May 20 12:22:43 UTC 2026","passed","Wed May 20 12:22:43 UTC 2026","","ConsoleConfigurationSpec","pl.allegro.tech.hermes.management.config.console.ConsoleConfigurationSpec","should override content types from TopicProperties"
"","60","should return dataSources","useFormTopic","Wed May 20 12:19:01 UTC 2026","passed","Wed May 20 12:19:01 UTC 2026","","","",""
