"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","293","shouldReturnNotMatchedWhenGivenMessageDoesNotMatchFilter()","","Wed Feb 18 12:26:25 UTC 2026","passed","Wed Feb 18 12:26:26 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.FiltersVerificationTest","pl.allegro.tech.hermes.integrationtests.management.FiltersVerificationTest","shouldReturnNotMatchedWhenGivenMessageDoesNotMatchFilter"
"","110","shouldReturnFalseWhenSendingFails","","Wed Feb 18 12:22:04 UTC 2026","passed","Wed Feb 18 12:22:04 UTC 2026","","pl.allegro.tech.hermes.consumers.consumer.sender.http.JettyMessageSenderTest","pl.allegro.tech.hermes.consumers.consumer.sender.http.JettyMessageSenderTest","shouldReturnFalseWhenSendingFails"
"","216","should update cache on delete node","IntegrationTest","Wed Feb 18 12:21:25 UTC 2026","passed","Wed Feb 18 12:21:25 UTC 2026","","ZookeeperWorkloadConstraintsCacheTest","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperWorkloadConstraintsCacheTest","should update cache on delete node"
"","209","should not show offline clients tab when topic has disabled offline storage","TopicView","Wed Feb 18 12:19:03 UTC 2026","passed","Wed Feb 18 12:19:03 UTC 2026","","","",""
"","113","shouldSendAuthorizationHeaderIfAuthorizationProviderAttached","","Wed Feb 18 12:22:04 UTC 2026","passed","Wed Feb 18 12:22:04 UTC 2026","","pl.allegro.tech.hermes.consumers.consumer.sender.http.JettyMessageSenderTest","pl.allegro.tech.hermes.consumers.consumer.sender.http.JettyMessageSenderTest","shouldSendAuthorizationHeaderIfAuthorizationProviderAttached"
"","7","should return failed message in case of failed sending","","Wed Feb 18 12:21:06 UTC 2026","passed","Wed Feb 18 12:21:06 UTC 2026","","ReactiveHermesClientTest","pl.allegro.tech.hermes.client.ReactiveHermesClientTest","should return failed message in case of failed sending"
"","351","shouldNotPublishWithoutPermissionWhenAuthenticated(Topic) [4] Topic(TopicBuilderGroup241.TopicBuilderTopic242)","","Wed Feb 18 12:26:02 UTC 2026","passed","Wed Feb 18 12:26:02 UTC 2026","","pl.allegro.tech.hermes.integrationtests.TopicAuthorizationTest","pl.allegro.tech.hermes.integrationtests.TopicAuthorizationTest","shouldNotPublishWithoutPermissionWhenAuthenticated"
"","18","should dispatch notification on unsuccessful subscription constraint upsert","useConstraints","Wed Feb 18 12:19:05 UTC 2026","passed","Wed Feb 18 12:19:05 UTC 2026","","","",""
"","15","shouldWrappedMessageBeUnchangedWhenSchemaNotContainsMetadata","","Wed Feb 18 12:21:28 UTC 2026","passed","Wed Feb 18 12:21:28 UTC 2026","","pl.allegro.tech.hermes.common.message.wrapper.AvroMessageContentWrapperTest","pl.allegro.tech.hermes.common.message.wrapper.AvroMessageContentWrapperTest","shouldWrappedMessageBeUnchangedWhenSchemaNotContainsMetadata"
"","1","should convert map of primitive types [suite: map-primitives, avroType: bytes, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@479729d3 index=0 proto=name: ""PrimitivesStringToBytes""
field {
  name: ""field""
  number: 1
  label: LABEL_REPEATED
  type: TYPE_MESSAGE
  type_name: "".pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.descriptor.PrimitivesStringToBytes.FieldEntry""
}
nested_type {
  name: ""FieldEntry""
  field {
    name: ""key""
    number: 1
    label: LABEL_OPTIONAL
    type: TYPE_STRING
  }
  field {
    name: ""value""
    number: 2
    label: LABEL_OPTIONAL
    type: TYPE_BYTES
  }
  options {
    map_entry: true
  }
}
 fullName=pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.descriptor.PrimitivesStringToBytes file=com.google.protobuf.Descriptors$FileDescriptor@54932357 containingType=null nestedTypes=[com.google.protobuf.Descriptors$Descriptor@216d5c70] enumTypes=[] fields=[pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.descriptor.PrimitivesStringToBytes.field] fieldsSortedByNumber=[pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.descriptor.PrimitivesStringToBytes.field] extensions=[] oneofs=[] realOneofCount=0 extensionRangeLowerBounds=[] extensionRangeUpperBounds=[]>, avroValue: [:], expectedProtoValue: [], transformResult: <pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertArrayOfPrimitivesTest$__spock_feature_0_1prov5_closure22@15945b2e delegate=pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertArrayOfPrimitivesTest@24d18d17 owner=pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertArrayOfPrimitivesTest@24d18d17 thisObject=pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertArrayOfPrimitivesTest@24d18d17 resolveStrategy=0 directive=0 parameterTypes=[class java.lang.Object] maximumNumberOfParameters=1 bcw=null>, #5]","","Wed Feb 18 12:21:43 UTC 2026","passed","Wed Feb 18 12:21:43 UTC 2026","","ConvertArrayOfPrimitivesTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertArrayOfPrimitivesTest","should convert map of primitive types [suite: map-primitives, avroType: bytes, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@479729d3 index=0 proto=name: ""PrimitivesStringToBytes""
field {
  name: ""field""
  number: 1
  label: LABEL_REPEATED
  type: TYPE_MESSAGE
  type_name: "".pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.descriptor.PrimitivesStringToBytes.FieldEntry""
}
nested_type {
  name: ""FieldEntry""
  field {
    name: ""key""
    number: 1
    label: LABEL_OPTIONAL
    type: TYPE_STRING
  }
  field {
    name: ""value""
    number: 2
    label: LABEL_OPTIONAL
    type: TYPE_BYTES
  }
  options {
    map_entry: true
  }
}
 fullName=pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.descriptor.PrimitivesStringToBytes file=com.google.protobuf.Descriptors$FileDescriptor@54932357 containingType=null nestedTypes=[com.google.protobuf.Descriptors$Descriptor@216d5c70] enumTypes=[] fields=[pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.descriptor.PrimitivesStringToBytes.field] fieldsSortedByNumber=[pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.descriptor.PrimitivesStringToBytes.field] extensions=[] oneofs=[] realOneofCount=0 extensionRangeLowerBounds=[] extensionRangeUpperBounds=[]>, avroValue: [:], expectedProtoValue: [], transformResult: <pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertArrayOfPrimitivesTest$__spock_feature_0_1prov5_closure22@15945b2e delegate=pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertArrayOfPrimitivesTest@24d18d17 owner=pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertArrayOfPrimitivesTest@24d18d17 thisObject=pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertArrayOfPrimitivesTest@24d18d17 resolveStrategy=0 directive=0 parameterTypes=[class java.lang.Object] maximumNumberOfParameters=1 bcw=null>, #5]"
