"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","181","should render empty inactive topics listing","InactiveTopicsListing","Thu Nov 20 08:59:13 UTC 2025","passed","Thu Nov 20 08:59:13 UTC 2025","","","",""
"","75","should render a link that opens in the same tab","SimpleLink","Thu Nov 20 08:59:20 UTC 2025","passed","Thu Nov 20 08:59:20 UTC 2025","","","",""
"","35","should successfully validate schema against validation endpoint [subjectNamingStrategy: <pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x00007fe2d8482740@69c4fe01 arg$1=pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x00007fe2d8482500@2e1b1d22>, #1]","","Thu Nov 20 09:05:56 UTC 2025","passed","Thu Nov 20 09:05:56 UTC 2025","","SchemaRegistryRawSchemaClientTest","pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClientTest","should successfully validate schema against validation endpoint [subjectNamingStrategy: <pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x00007fe2d8482740@69c4fe01 arg$1=pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x00007fe2d8482500@2e1b1d22>, #1]"
"","0","should be notified when inactive and enough time from last notification [now: 2021-10-07T16:31:06.987Z, notificationTimestamps: [2021-09-23T16:31:06.987Z, 2021-09-09T16:31:06.987Z], #1]","","Thu Nov 20 09:03:19 UTC 2025","passed","Thu Nov 20 09:03:19 UTC 2025","","InactiveTopicsDetectionServiceTest","pl.allegro.tech.hermes.management.domain.detection.InactiveTopicsDetectionServiceTest","should be notified when inactive and enough time from last notification [now: 2021-10-07T16:31:06.987Z, notificationTimestamps: [2021-09-23T16:31:06.987Z, 2021-09-09T16:31:06.987Z], #1]"
"","232","shouldCalculateSendingDelayBasingOnPublishingTimestamp","","Thu Nov 20 09:01:06 UTC 2025","passed","Thu Nov 20 09:01:06 UTC 2025","","pl.allegro.tech.hermes.consumers.consumer.ConsumerMessageSenderTest","pl.allegro.tech.hermes.consumers.consumer.ConsumerMessageSenderTest","shouldCalculateSendingDelayBasingOnPublishingTimestamp"
"","887","shouldElectOnlyOneLeaderFromRegisteredConsumers","","Thu Nov 20 09:01:16 UTC 2025","passed","Thu Nov 20 09:01:17 UTC 2025","","pl.allegro.tech.hermes.consumers.supervisor.workload.WorkloadSupervisorIntegrationTest","pl.allegro.tech.hermes.consumers.supervisor.workload.WorkloadSupervisorIntegrationTest","shouldElectOnlyOneLeaderFromRegisteredConsumers"
"","3","should balance work for one consumer node","","Thu Nov 20 09:01:01 UTC 2025","passed","Thu Nov 20 09:01:01 UTC 2025","","WeightedWorkBalancerTest","pl.allegro.tech.hermes.consumers.supervisor.workload.weighted.WeightedWorkBalancerTest","should balance work for one consumer node"
"","111","shouldUseSuppliedRequestTimeout","","Thu Nov 20 09:01:14 UTC 2025","passed","Thu Nov 20 09:01:14 UTC 2025","","pl.allegro.tech.hermes.consumers.consumer.sender.http.JettyMessageSenderTest","pl.allegro.tech.hermes.consumers.consumer.sender.http.JettyMessageSenderTest","shouldUseSuppliedRequestTimeout"
"","90","should enable save button for valid group name","GroupForm","Thu Nov 20 08:59:14 UTC 2025","passed","Thu Nov 20 08:59:14 UTC 2025","","","",""
"","1","should set 'delayed sending' state from 'sending to kafka' state","","Thu Nov 20 09:02:38 UTC 2025","passed","Thu Nov 20 09:02:38 UTC 2025","","MessageStateTest","pl.allegro.tech.hermes.frontend.publishing.message.MessageStateTest","should set 'delayed sending' state from 'sending to kafka' state"
