"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 20 08:15:28 GMT 2024","Fri Dec 20 08:15:28 GMT 2024","3","","AvroPathMessageFilterSpec","","pl.allegro.tech.hermes.domain.filtering.AvroPathMessageFilterSpec","array paths [path: .title.aliases[5], matcher: some title, matchingStrategy: all, result: false, #34]","array paths [path: .title.aliases[5], matcher: some title, matchingStrategy: all, result: false, #34]",""
"passed","Fri Dec 20 08:15:52 GMT 2024","Fri Dec 20 08:15:53 GMT 2024","351","","GooglePubSubMessageTransformerRawTest","","pl.allegro.tech.hermes.consumers.consumer.sender.googlepubsub.GooglePubSubMessageTransformerRawTest","should convert avro message","should convert avro message",""
"passed","Fri Dec 20 08:13:41 GMT 2024","Fri Dec 20 08:13:42 GMT 2024","52","SubscriptionView","","","","","should show loading spinner when fetching subscription data",""
"passed","Fri Dec 20 08:19:44 GMT 2024","Fri Dec 20 08:19:44 GMT 2024","235","MultiZookeeperIntegrationTest","WorkloadConstraintsServiceTest","","pl.allegro.tech.hermes.management.domain.workload.constraints.WorkloadConstraintsServiceTest","should remove topic constraints in all zk clusters","should remove topic constraints in all zk clusters",""
"passed","Fri Dec 20 08:15:39 GMT 2024","Fri Dec 20 08:15:39 GMT 2024","2","","pl.allegro.tech.hermes.common.message.wrapper.AvroMessageContentWrapperTest","","pl.allegro.tech.hermes.common.message.wrapper.AvroMessageContentWrapperTest","shouldWrappedMessageContainsMetadata","shouldWrappedMessageContainsMetadata",""
"passed","Fri Dec 20 08:16:31 GMT 2024","Fri Dec 20 08:16:32 GMT 2024","940","","pl.allegro.tech.hermes.integrationtests.BatchRetryPolicyTest","","pl.allegro.tech.hermes.integrationtests.BatchRetryPolicyTest","shouldRetryUntilRequestSuccessfulAndSendRetryCounterInHeader","shouldRetryUntilRequestSuccessfulAndSendRetryCounterInHeader()",""
"passed","Fri Dec 20 08:15:09 GMT 2024","Fri Dec 20 08:15:09 GMT 2024","20","","pl.allegro.tech.hermes.api.SubscriptionTest","","pl.allegro.tech.hermes.api.SubscriptionTest","shouldDeserializeSubscriptionWithoutTopicName","shouldDeserializeSubscriptionWithoutTopicName",""
"passed","Fri Dec 20 08:18:19 GMT 2024","Fri Dec 20 08:18:24 GMT 2024","4735","","pl.allegro.tech.hermes.integrationtests.MetricsTest","","pl.allegro.tech.hermes.integrationtests.MetricsTest","shouldIncreaseSubscriptionDeliveredMetricsAfterMessageDelivered","shouldIncreaseSubscriptionDeliveredMetricsAfterMessageDelivered()",""
"passed","Fri Dec 20 08:16:13 GMT 2024","Fri Dec 20 08:16:13 GMT 2024","9","","pl.allegro.tech.hermes.consumers.consumer.sender.http.JettyMessageSenderTest","","pl.allegro.tech.hermes.consumers.consumer.sender.http.JettyMessageSenderTest","shouldReturnTrueWhenOtherSuccessfulCodeReturned","shouldReturnTrueWhenOtherSuccessfulCodeReturned",""
"passed","Fri Dec 20 08:14:00 GMT 2024","Fri Dec 20 08:14:00 GMT 2024","45","useSync","","","","","should show error notification when group sync fails",""
