"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","should not update consumer not reporting history with not busy consumer","","Tue Jul 21 08:14:46 UTC 2026","passed","Tue Jul 21 08:14:46 UTC 2026","","MaxRateBalancerTest","pl.allegro.tech.hermes.consumers.consumer.rate.maxrate.MaxRateBalancerTest","should not update consumer not reporting history with not busy consumer"
"","8","shouldSetDefaultAckIfNotPresentInJson","","Tue Jul 21 08:13:58 UTC 2026","passed","Tue Jul 21 08:13:58 UTC 2026","","pl.allegro.tech.hermes.api.TopicTest","pl.allegro.tech.hermes.api.TopicTest","shouldSetDefaultAckIfNotPresentInJson"
"","4","should delete all schema versions [client: <pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClient@1e3d947d schemaRepositoryInstanceResolver=inaccessible objectMapper=inaccessible validationEndpointEnabled=inaccessible deleteSchemaPathSuffix=inaccessible subjectNamingStrategy=inaccessible>, subjectNamingStrategy: <pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x000000002e475a48@2ffe548c arg$1=inaccessible>, #1]","","Tue Jul 21 08:19:03 UTC 2026","passed","Tue Jul 21 08:19:03 UTC 2026","","SchemaRegistryRawSchemaClientTest","pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClientTest","should delete all schema versions [client: <pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClient@1e3d947d schemaRepositoryInstanceResolver=inaccessible objectMapper=inaccessible validationEndpointEnabled=inaccessible deleteSchemaPathSuffix=inaccessible subjectNamingStrategy=inaccessible>, subjectNamingStrategy: <pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x000000002e475a48@2ffe548c arg$1=inaccessible>, #1]"
"","442","basic paths [path: .id, matcher: 0001, result: true, #0]","","Tue Jul 21 08:14:20 UTC 2026","passed","Tue Jul 21 08:14:21 UTC 2026","","AvroPathMessageFilterSpec","pl.allegro.tech.hermes.domain.filtering.AvroPathMessageFilterSpec","basic paths [path: .id, matcher: 0001, result: true, #0]"
"","164","should return defined constraints","IntegrationTest","Tue Jul 21 08:14:29 UTC 2026","passed","Tue Jul 21 08:14:29 UTC 2026","","ZookeeperWorkloadConstraintsCacheTest","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperWorkloadConstraintsCacheTest","should return defined constraints"
"","76","should disable save button for invalid group name","GroupForm","Tue Jul 21 08:13:09 UTC 2026","passed","Tue Jul 21 08:13:09 UTC 2026","","","",""
"","1","should convert and cast primitive types [suite: primitives, avroType: double, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@30c6c629 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: 12.234, expectedProtoValue: 12.234, #29]","","Tue Jul 21 08:14:48 UTC 2026","passed","Tue Jul 21 08:14:48 UTC 2026","","ConvertAndCastPrimitivesTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertAndCastPrimitivesTest","should convert and cast primitive types [suite: primitives, avroType: double, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@30c6c629 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: 12.234, expectedProtoValue: 12.234, #29]"
"","21","should refresh token and reduce token request rate on authentication failure","","Tue Jul 21 08:14:45 UTC 2026","passed","Tue Jul 21 08:14:45 UTC 2026","","OAuthSubscriptionHandlerTest","pl.allegro.tech.hermes.consumers.consumer.oauth.OAuthSubscriptionHandlerTest","should refresh token and reduce token request rate on authentication failure"
"","2","should convert record with primitive types [suite: record-primitives, avroType: long, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@7af19dd0 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: 12, expectedProtoValue: 12, transformResult: <pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest$__spock_feature_0_0prov5_closure3@7f03fef2 delegate=inaccessible owner=inaccessible thisObject=inaccessible resolveStrategy=inaccessible directive=inaccessible parameterTypes=inaccessible maximumNumberOfParameters=inaccessible bcw=inaccessible thisType=inaccessible>, #2]","","Tue Jul 21 08:14:49 UTC 2026","passed","Tue Jul 21 08:14:49 UTC 2026","","ConvertRecordWithPrimitivesTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest","should convert record with primitive types [suite: record-primitives, avroType: long, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@7af19dd0 index=inaccessible proto=inaccessible fullName=inaccessible file=inaccessible containingType=inaccessible nestedTypes=inaccessible enumTypes=inaccessible fields=inaccessible fieldsSortedByNumber=inaccessible extensions=inaccessible oneofs=inaccessible realOneofCount=inaccessible extensionRangeLowerBounds=inaccessible extensionRangeUpperBounds=inaccessible>, avroValue: 12, expectedProtoValue: 12, transformResult: <pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest$__spock_feature_0_0prov5_closure3@7f03fef2 delegate=inaccessible owner=inaccessible thisObject=inaccessible resolveStrategy=inaccessible directive=inaccessible parameterTypes=inaccessible maximumNumberOfParameters=inaccessible bcw=inaccessible thisType=inaccessible>, #2]"
"","129","should show error message when fetching data failed","StatsView","Tue Jul 21 08:12:58 UTC 2026","passed","Tue Jul 21 08:12:58 UTC 2026","","","",""
"","934","shouldReturnAvroMessageWithSchemaAwareSerialization()","","Tue Jul 21 08:20:18 UTC 2026","passed","Tue Jul 21 08:20:19 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.MessagePreviewIntegrationTest","pl.allegro.tech.hermes.integrationtests.management.MessagePreviewIntegrationTest","shouldReturnAvroMessageWithSchemaAwareSerialization"
"","16","should skip subscription when not found in subscriptions cache","","Tue Jul 21 08:14:46 UTC 2026","passed","Tue Jul 21 08:14:46 UTC 2026","","MaxRateCalculatorTest","pl.allegro.tech.hermes.consumers.consumer.rate.maxrate.MaxRateCalculatorTest","should skip subscription when not found in subscriptions cache"
"","4","should add all basic headers for json message (with subscription identity headers: true)","","Tue Jul 21 08:14:49 UTC 2026","passed","Tue Jul 21 08:14:49 UTC 2026","","GooglePubSubMetadataAppenderTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlepubsub.GooglePubSubMetadataAppenderTest","should add all basic headers for json message (with subscription identity headers: true)"
"","5","should save tracking information on message success","","Tue Jul 21 08:14:47 UTC 2026","passed","Tue Jul 21 08:14:47 UTC 2026","","DefaultSuccessHandlerTest","pl.allegro.tech.hermes.consumers.consumer.result.DefaultSuccessHandlerTest","should save tracking information on message success"
