"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2","shouldNotConvertWhenReceivingAvroOnAvroTopic","","Tue Dec 16 13:35:58 UTC 2025","passed","Tue Dec 16 13:35:58 UTC 2025","","pl.allegro.tech.hermes.frontend.publishing.message.MessageContentTypeEnforcerTest","pl.allegro.tech.hermes.frontend.publishing.message.MessageContentTypeEnforcerTest","shouldNotConvertWhenReceivingAvroOnAvroTopic"
"","14","should validate valid endpoint","","Tue Dec 16 13:36:55 UTC 2025","passed","Tue Dec 16 13:36:55 UTC 2025","","EndpointAddressFormatValidatorTest","pl.allegro.tech.hermes.management.domain.subscription.validator.EndpointAddressFormatValidatorTest","should validate valid endpoint"
"","114","shouldSendRetryCounterInHeader","","Tue Dec 16 13:34:06 UTC 2025","passed","Tue Dec 16 13:34:06 UTC 2025","","pl.allegro.tech.hermes.consumers.consumer.sender.http.JettyMessageSenderTest","pl.allegro.tech.hermes.consumers.consumer.sender.http.JettyMessageSenderTest","shouldSendRetryCounterInHeader"
"","0","shouldExtractPortFromUri","","Tue Dec 16 13:34:18 UTC 2025","passed","Tue Dec 16 13:34:18 UTC 2025","","pl.allegro.tech.hermes.consumers.uri.UriUtilsTest","pl.allegro.tech.hermes.consumers.uri.UriUtilsTest","shouldExtractPortFromUri"
"","2","topic changing content type from JSON to AVRO without setting migratedToJsonType flag should be invalid","","Tue Dec 16 13:36:55 UTC 2025","passed","Tue Dec 16 13:36:55 UTC 2025","","TopicValidatorTest","pl.allegro.tech.hermes.management.domain.topic.validator.TopicValidatorTest","topic changing content type from JSON to AVRO without setting migratedToJsonType flag should be invalid"
"","119","should render constraints listing with a filter applied (case-insensitive, filter: pl.group.Topic1)","ConstraintsListing","Tue Dec 16 13:31:12 UTC 2025","passed","Tue Dec 16 13:31:12 UTC 2025","","","",""
"","0","should return subscription constraints or topic constraints if given subscription has no constraints (group.topic$sub2)","","Tue Dec 16 13:33:51 UTC 2025","passed","Tue Dec 16 13:33:51 UTC 2025","","WorkloadConstraintsTest","pl.allegro.tech.hermes.consumers.supervisor.workload.WorkloadConstraintsTest","should return subscription constraints or topic constraints if given subscription has no constraints (group.topic$sub2)"
"","1","should be notified when inactive and enough time from last notification [now: 2021-10-07T16:31:06.987Z, notificationTimestamps: [2021-09-23T16:31:06.987Z, 2021-09-09T16:31:06.987Z], #1]","","Tue Dec 16 13:36:13 UTC 2025","passed","Tue Dec 16 13:36:13 UTC 2025","","InactiveTopicsDetectionServiceTest","pl.allegro.tech.hermes.management.domain.detection.InactiveTopicsDetectionServiceTest","should be notified when inactive and enough time from last notification [now: 2021-10-07T16:31:06.987Z, notificationTimestamps: [2021-09-23T16:31:06.987Z, 2021-09-09T16:31:06.987Z], #1]"
"","2","should convert record with primitive types [suite: record-primitives, avroType: float, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@7db865a8 index=0 proto=name: ""RecordPrimitivesFloat""
field {
  name: ""field""
  number: 1
  label: LABEL_OPTIONAL
  type: TYPE_MESSAGE
  type_name: "".pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.descriptor.RecordPrimitivesFloat.Field""
}
nested_type {
  name: ""Field""
  field {
    name: ""value_field""
    number: 1
    label: LABEL_OPTIONAL
    type: TYPE_FLOAT
  }
}
 fullName=pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.descriptor.RecordPrimitivesFloat file=com.google.protobuf.Descriptors$FileDescriptor@11e0a164 containingType=null nestedTypes=[com.google.protobuf.Descriptors$Descriptor@2e7011b5] enumTypes=[] fields=[pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.descriptor.RecordPrimitivesFloat.field] fieldsSortedByNumber=[pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.descriptor.RecordPrimitivesFloat.field] extensions=[] oneofs=[] realOneofCount=0 extensionRangeLowerBounds=[] extensionRangeUpperBounds=[]>, avroValue: 1.234, expectedProtoValue: 1.234, transformResult: <pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest$__spock_feature_0_0prov5_closure7@6ef0e08f delegate=pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest@65744714 owner=pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest@65744714 thisObject=pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest@65744714 resolveStrategy=0 directive=0 parameterTypes=[class java.lang.Object] maximumNumberOfParameters=1 bcw=null>, #6]","","Tue Dec 16 13:33:45 UTC 2025","passed","Tue Dec 16 13:33:45 UTC 2025","","ConvertRecordWithPrimitivesTest","pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest","should convert record with primitive types [suite: record-primitives, avroType: float, protoDescriptor: <com.google.protobuf.Descriptors$Descriptor@7db865a8 index=0 proto=name: ""RecordPrimitivesFloat""
field {
  name: ""field""
  number: 1
  label: LABEL_OPTIONAL
  type: TYPE_MESSAGE
  type_name: "".pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.descriptor.RecordPrimitivesFloat.Field""
}
nested_type {
  name: ""Field""
  field {
    name: ""value_field""
    number: 1
    label: LABEL_OPTIONAL
    type: TYPE_FLOAT
  }
}
 fullName=pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.descriptor.RecordPrimitivesFloat file=com.google.protobuf.Descriptors$FileDescriptor@11e0a164 containingType=null nestedTypes=[com.google.protobuf.Descriptors$Descriptor@2e7011b5] enumTypes=[] fields=[pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.descriptor.RecordPrimitivesFloat.field] fieldsSortedByNumber=[pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.descriptor.RecordPrimitivesFloat.field] extensions=[] oneofs=[] realOneofCount=0 extensionRangeLowerBounds=[] extensionRangeUpperBounds=[]>, avroValue: 1.234, expectedProtoValue: 1.234, transformResult: <pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest$__spock_feature_0_0prov5_closure7@6ef0e08f delegate=pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest@65744714 owner=pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest@65744714 thisObject=pl.allegro.tech.hermes.consumers.consumer.sender.googlebigquery.avro.conversions.ConvertRecordWithPrimitivesTest@65744714 resolveStrategy=0 directive=0 parameterTypes=[class java.lang.Object] maximumNumberOfParameters=1 bcw=null>, #6]"
"","3","should format ISO date from provided timestamp (1)","dates-utils","Tue Dec 16 13:32:23 UTC 2025","passed","Tue Dec 16 13:32:23 UTC 2025","","","",""
