"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9659","shouldNotBeReadyUntilKafkaClusterIsUp()","","Wed Mar 04 14:16:03 UTC 2026","passed","Wed Mar 04 14:16:13 UTC 2026","","pl.allegro.tech.hermes.integrationtests.KafkaReadinessCheckTest","pl.allegro.tech.hermes.integrationtests.KafkaReadinessCheckTest","shouldNotBeReadyUntilKafkaClusterIsUp"
"","532","shouldCleanupConsumerMaxRateFromPreviouslyAssignedSubscriptions","","Wed Mar 04 14:14:01 UTC 2026","passed","Wed Mar 04 14:14:02 UTC 2026","","pl.allegro.tech.hermes.consumers.consumer.rate.maxrate.MaxRateRegistryTest","pl.allegro.tech.hermes.consumers.consumer.rate.maxrate.MaxRateRegistryTest","shouldCleanupConsumerMaxRateFromPreviouslyAssignedSubscriptions"
"","2","should not indicate lagging if production rate is 0","","Wed Mar 04 14:16:33 UTC 2026","passed","Wed Mar 04 14:16:33 UTC 2026","","SubscriptionHealthCheckerTest","pl.allegro.tech.hermes.management.domain.subscription.SubscriptionHealthCheckerTest","should not indicate lagging if production rate is 0"
"","614","shouldNotPublishAsGuestWhenAuthIsRequired(Topic) [1] Topic(TopicBuilderGroup223.TopicBuilderTopic224)","","Wed Mar 04 14:18:31 UTC 2026","passed","Wed Mar 04 14:18:31 UTC 2026","","pl.allegro.tech.hermes.integrationtests.TopicAuthorizationTest","pl.allegro.tech.hermes.integrationtests.TopicAuthorizationTest","shouldNotPublishAsGuestWhenAuthIsRequired"
"","217","should list all groups","IntegrationTest","Wed Mar 04 14:13:16 UTC 2026","passed","Wed Mar 04 14:13:16 UTC 2026","","ZookeeperGroupRepositoryTest","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperGroupRepositoryTest","should list all groups"
"","10","should read header HERMES-MESSAGE-ID being case insensitive when publishing using RestClient sender","","Wed Mar 04 14:13:03 UTC 2026","passed","Wed Mar 04 14:13:03 UTC 2026","","HermesSenderTest","pl.allegro.tech.hermes.client.HermesSenderTest","should read header HERMES-MESSAGE-ID being case insensitive when publishing using RestClient sender"
"","289","shouldPublishOnTopicUsingKafkaTopicName","","Wed Mar 04 14:15:57 UTC 2026","passed","Wed Mar 04 14:15:57 UTC 2026","","pl.allegro.tech.hermes.frontend.producer.kafka.LocalDatacenterMessageProducerTest","pl.allegro.tech.hermes.frontend.producer.kafka.LocalDatacenterMessageProducerTest","shouldPublishOnTopicUsingKafkaTopicName"
"","82","should not show progress bar when fetching consistency data is not in progress","ConsistencyView","Wed Mar 04 14:11:22 UTC 2026","passed","Wed Mar 04 14:11:22 UTC 2026","","","",""
"","111","should correctly manage the state of retransmission with status code 500","useSubscription","Wed Mar 04 14:11:01 UTC 2026","passed","Wed Mar 04 14:11:01 UTC 2026","","","",""
"","0","shouldSwitchToSlowModeWhenThereWereMoreFailuresThanSuccesses","","Wed Mar 04 14:14:01 UTC 2026","passed","Wed Mar 04 14:14:01 UTC 2026","","pl.allegro.tech.hermes.consumers.consumer.rate.calculator.NormalModeOutputRateCalculatorTest","pl.allegro.tech.hermes.consumers.consumer.rate.calculator.NormalModeOutputRateCalculatorTest","shouldSwitchToSlowModeWhenThereWereMoreFailuresThanSuccesses"
"","0","should format number with thousands separators and fraction part (19741.21279)","number-formatter","Wed Mar 04 14:12:37 UTC 2026","passed","Wed Mar 04 14:12:37 UTC 2026","","","",""
"","427","basic paths [path: .id, matcher: 0001, result: true, #0]","","Wed Mar 04 14:13:13 UTC 2026","passed","Wed Mar 04 14:13:14 UTC 2026","","AvroPathMessageFilterSpec","pl.allegro.tech.hermes.domain.filtering.AvroPathMessageFilterSpec","basic paths [path: .id, matcher: 0001, result: true, #0]"
"","5","should throw exception for server internal error response when registering schema [client: <pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClient@e0895b3 schemaRepositoryInstanceResolver=pl.allegro.tech.hermes.schema.resolver.DefaultSchemaRepositoryInstanceResolver@5381deec objectMapper=com.fasterxml.jackson.databind.ObjectMapper@29a920fe validationEndpointEnabled=false deleteSchemaPathSuffix=versions subjectNamingStrategy=pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x00007fd0f047e5d0@7acf609d>, subjectNamingStrategy: <pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x00007fd0f047e5d0@7acf609d arg$1=pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x00007fd0f047e390@5205b3e2>, #1]","","Wed Mar 04 14:18:17 UTC 2026","passed","Wed Mar 04 14:18:17 UTC 2026","","SchemaRegistryRawSchemaClientTest","pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClientTest","should throw exception for server internal error response when registering schema [client: <pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClient@e0895b3 schemaRepositoryInstanceResolver=pl.allegro.tech.hermes.schema.resolver.DefaultSchemaRepositoryInstanceResolver@5381deec objectMapper=com.fasterxml.jackson.databind.ObjectMapper@29a920fe validationEndpointEnabled=false deleteSchemaPathSuffix=versions subjectNamingStrategy=pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x00007fd0f047e5d0@7acf609d>, subjectNamingStrategy: <pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x00007fd0f047e5d0@7acf609d arg$1=pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x00007fd0f047e390@5205b3e2>, #1]"
"","1","should not allow to create group if group name is invalid","","Wed Mar 04 14:16:18 UTC 2026","passed","Wed Mar 04 14:16:18 UTC 2026","","GroupServiceSpec","pl.allegro.tech.hermes.management.domain.group.GroupServiceSpec","should not allow to create group if group name is invalid"
"","221","shouldListGroups()","","Wed Mar 04 14:18:57 UTC 2026","passed","Wed Mar 04 14:18:57 UTC 2026","","pl.allegro.tech.hermes.integrationtests.management.GroupManagementTest","pl.allegro.tech.hermes.integrationtests.management.GroupManagementTest","shouldListGroups"
"","2","should indicate that a serial subscriber returning more than 10% 5xx errors is malfunctioning","","Wed Mar 04 14:16:33 UTC 2026","passed","Wed Mar 04 14:16:33 UTC 2026","","SubscriptionHealthCheckerTest","pl.allegro.tech.hermes.management.domain.subscription.SubscriptionHealthCheckerTest","should indicate that a serial subscriber returning more than 10% 5xx errors is malfunctioning"
"","539","should open new retransmission task dialog on button click","OfflineRetransmissionInfo","Wed Mar 04 14:11:22 UTC 2026","passed","Wed Mar 04 14:11:23 UTC 2026","","","",""
"","612","should return constraints from local zookeeper cluster","MultiZookeeperIntegrationTest","Wed Mar 04 14:16:38 UTC 2026","passed","Wed Mar 04 14:16:38 UTC 2026","","WorkloadConstraintsServiceTest","pl.allegro.tech.hermes.management.domain.workload.constraints.WorkloadConstraintsServiceTest","should return constraints from local zookeeper cluster"
"","121","should render with topic listing","FavoriteTopicsView","Wed Mar 04 14:12:42 UTC 2026","passed","Wed Mar 04 14:12:42 UTC 2026","","","",""
"","1","should correctly detect inactive topic as whitelisted or not [topicName: whitelisted.topic, historicallyWhitelisted: false, whitelisted: true, #2]","","Wed Mar 04 14:16:11 UTC 2026","passed","Wed Mar 04 14:16:11 UTC 2026","","InactiveTopicsDetectionServiceTest","pl.allegro.tech.hermes.management.domain.detection.InactiveTopicsDetectionServiceTest","should correctly detect inactive topic as whitelisted or not [topicName: whitelisted.topic, historicallyWhitelisted: false, whitelisted: true, #2]"
"","2","should return false when subscription does no exist","IntegrationTest","Wed Mar 04 14:13:19 UTC 2026","passed","Wed Mar 04 14:13:19 UTC 2026","","ZookeeperSubscriptionRepositoryTest","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperSubscriptionRepositoryTest","should return false when subscription does no exist"
"","5","should forward headers from nested provider","","Wed Mar 04 14:13:46 UTC 2026","passed","Wed Mar 04 14:13:46 UTC 2026","","HermesHeadersProviderTest","pl.allegro.tech.hermes.consumers.consumer.sender.http.headers.HermesHeadersProviderTest","should forward headers from nested provider"
"","56","should set error to true on topics consistency endpoint failure","useInconsistentTopics","Wed Mar 04 14:12:03 UTC 2026","passed","Wed Mar 04 14:12:03 UTC 2026","","","",""
"","1","should find subscriptions by various owner id queries [queryString: owner, expectedSubscriptions: [first-subscription, second-subscription], #2]","","Wed Mar 04 14:16:33 UTC 2026","passed","Wed Mar 04 14:16:33 UTC 2026","","SearchServiceSpec","pl.allegro.tech.hermes.management.domain.search.SearchServiceSpec","should find subscriptions by various owner id queries [queryString: owner, expectedSubscriptions: [first-subscription, second-subscription], #2]"
"","30","should override content types from TopicProperties","","Wed Mar 04 14:16:04 UTC 2026","passed","Wed Mar 04 14:16:04 UTC 2026","","ConsoleConfigurationSpec","pl.allegro.tech.hermes.management.config.console.ConsoleConfigurationSpec","should override content types from TopicProperties"
"","2","should not update consumer not reporting history with not busy consumer","","Wed Mar 04 14:13:39 UTC 2026","passed","Wed Mar 04 14:13:39 UTC 2026","","MaxRateBalancerTest","pl.allegro.tech.hermes.consumers.consumer.rate.maxrate.MaxRateBalancerTest","should not update consumer not reporting history with not busy consumer"
