"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 29 14:20:28 GMT 2024","Thu Aug 29 14:20:28 GMT 2024","6","","CachedSchemaVersionsRepositoryTest","","pl.allegro.tech.hermes.schema.CachedSchemaVersionsRepositoryTest","should respond using cached schema versions if schema versions didn't expire","should respond using cached schema versions if schema versions didn't expire",""
"passed","Thu Aug 29 14:17:45 GMT 2024","Thu Aug 29 14:17:45 GMT 2024","57","","DcConsistencyServiceSpec","","pl.allegro.tech.hermes.management.domain.consistency.DcConsistencyServiceSpec","should return groups with inconsistent topics","should return groups with inconsistent topics",""
"passed","Thu Aug 29 14:18:15 GMT 2024","Thu Aug 29 14:18:15 GMT 2024","2","","TopicValidatorTest","","pl.allegro.tech.hermes.management.domain.topic.validator.TopicValidatorTest","topic with allowed labels should be valid during update [givenAllowedLabels: [], updatedTopicLabels: [], #0]","topic with allowed labels should be valid during update [givenAllowedLabels: [], updatedTopicLabels: [], #0]",""
"passed","Thu Aug 29 14:21:57 GMT 2024","Thu Aug 29 14:21:58 GMT 2024","1310","","pl.allegro.tech.hermes.integrationtests.management.SubscriptionManagementTest","","pl.allegro.tech.hermes.integrationtests.management.SubscriptionManagementTest","shouldCreateSubscriptionWithActiveStatus","shouldCreateSubscriptionWithActiveStatus()",""
"passed","Thu Aug 29 14:18:45 GMT 2024","Thu Aug 29 14:19:00 GMT 2024","14933","MultiZookeeperIntegrationTest","WorkloadConstraintsServiceTest","","pl.allegro.tech.hermes.management.domain.workload.constraints.WorkloadConstraintsServiceTest","nodes should remain unchanged in case of unavailability while updating topic constraints","nodes should remain unchanged in case of unavailability while updating topic constraints",""
"passed","Thu Aug 29 14:14:42 GMT 2024","Thu Aug 29 14:14:42 GMT 2024","10","","HermesSenderTest","","pl.allegro.tech.hermes.client.HermesSenderTest","should send custom header when publishing using OkHttpSender sender","should send custom header when publishing using OkHttpSender sender",""
"passed","Thu Aug 29 14:13:20 GMT 2024","Thu Aug 29 14:13:20 GMT 2024","180","GroupsView","","","","","should render if data was successfully fetched",""
"passed","Thu Aug 29 14:18:14 GMT 2024","Thu Aug 29 14:18:14 GMT 2024","2","","EndpointAddressFormatValidatorTest","","pl.allegro.tech.hermes.management.domain.subscription.validator.EndpointAddressFormatValidatorTest","should not validate endpoint address with invalid uri","should not validate endpoint address with invalid uri",""
"passed","Thu Aug 29 14:14:54 GMT 2024","Thu Aug 29 14:14:54 GMT 2024","2","","AvroPathMessageFilterSpec","","pl.allegro.tech.hermes.domain.filtering.AvroPathMessageFilterSpec","array paths [path: .cast[2].lastName, matcher: Pacino, matchingStrategy: all, result: false, #16]","array paths [path: .cast[2].lastName, matcher: Pacino, matchingStrategy: all, result: false, #16]",""
"passed","Thu Aug 29 14:20:31 GMT 2024","Thu Aug 29 14:20:32 GMT 2024","1117","","pl.allegro.tech.hermes.integrationtests.management.QueryEndpointTest","","pl.allegro.tech.hermes.integrationtests.management.QueryEndpointTest","shouldQueryTopicsMetrics","shouldQueryTopicsMetrics(String, String, String, List) [1] testTopic1, testTopic2, {""query"": {}}, [testTopic1, testTopic2]",""
