"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 29 14:08:44 GMT 2024","Thu Aug 29 14:08:44 GMT 2024","3","","AvroSchemaValidatorTest","","pl.allegro.tech.hermes.management.infrastructure.schema.validator.AvroSchemaValidatorTest","should throw exception in case of incorrect types used in __metadata field","should throw exception in case of incorrect types used in __metadata field",""
"passed","Thu Aug 29 14:09:16 GMT 2024","Thu Aug 29 14:09:16 GMT 2024","15","","HermesMockTest","","pl.allegro.tech.hermes.mock.HermesMockTest","should reset received requests with JSON messages","should reset received requests with JSON messages",""
"passed","Thu Aug 29 14:04:26 GMT 2024","Thu Aug 29 14:04:26 GMT 2024","4","","GooglePubSubMetadataAppenderTest","","pl.allegro.tech.hermes.consumers.consumer.sender.googlepubsub.GooglePubSubMetadataAppenderTest","should add avro-related headers for the avro message","should add avro-related headers for the avro message",""
"passed","Thu Aug 29 14:06:16 GMT 2024","Thu Aug 29 14:06:16 GMT 2024","5","","DynamicThroughputLimiterTest","","pl.allegro.tech.hermes.frontend.publishing.DynamicThroughputLimiterTest","should forget about violations if user was idle","should forget about violations if user was idle",""
"passed","Thu Aug 29 14:04:08 GMT 2024","Thu Aug 29 14:04:08 GMT 2024","8","IntegrationTest","ZookeeperWorkloadConstraintsRepositoryTest","","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperWorkloadConstraintsRepositoryTest","should return false if topic constraints do not exist","should return false if topic constraints do not exist",""
"passed","Thu Aug 29 14:04:24 GMT 2024","Thu Aug 29 14:04:24 GMT 2024","9","","OffsetCommitterTest","","pl.allegro.tech.hermes.consumers.consumer.offset.OffsetCommitterTest","should not mix offsets from different partitions and topics","should not mix offsets from different partitions and topics",""
"passed","Thu Aug 29 14:06:27 GMT 2024","Thu Aug 29 14:06:27 GMT 2024","6","","pl.allegro.tech.hermes.frontend.buffer.BackupFilesManagerTest","","pl.allegro.tech.hermes.frontend.buffer.BackupFilesManagerTest","shouldRolloverExistingBackupFile","shouldRolloverExistingBackupFile",""
"passed","Thu Aug 29 14:07:27 GMT 2024","Thu Aug 29 14:07:27 GMT 2024","15","","TopicValidatorWithRealApiPreconditionsTest","","pl.allegro.tech.hermes.management.domain.topic.validator.TopicValidatorWithRealApiPreconditionsTest","updating topic with up to 7 days of retention time should be valid [retentionTime: <pl.allegro.tech.hermes.api.RetentionTime@20 duration=1 retentionUnit=DAYS>, user: <pl.allegro.tech.hermes.management.domain.auth.TestRequestUser@1edbdb0e username=regularUser admin=false isOwner=false>, #9]","updating topic with up to 7 days of retention time should be valid [retentionTime: <pl.allegro.tech.hermes.api.RetentionTime@20 duration=1 retentionUnit=DAYS>, user: <pl.allegro.tech.hermes.management.domain.auth.TestRequestUser@1edbdb0e username=regularUser admin=false isOwner=false>, #9]",""
"passed","Thu Aug 29 14:06:43 GMT 2024","Thu Aug 29 14:06:43 GMT 2024","19","","pl.allegro.tech.hermes.frontend.buffer.ChronicleMapMessageRepositoryTest","","pl.allegro.tech.hermes.frontend.buffer.ChronicleMapMessageRepositoryTest","shouldSaveMultipleTimesFindAndDeleteMessage","shouldSaveMultipleTimesFindAndDeleteMessage",""
"passed","Thu Aug 29 14:07:25 GMT 2024","Thu Aug 29 14:07:25 GMT 2024","2","","InflightSizeValidatorTest","","pl.allegro.tech.hermes.management.domain.subscription.validator.InflightSizeValidatorTest","changing inflight should be allowed for admins [previousInflight: 60, updatedInflight: null, #1]","changing inflight should be allowed for admins [previousInflight: 60, updatedInflight: null, #1]",""
