"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 12 15:45:01 GMT 2025","Tue Aug 12 15:45:01 GMT 2025","0","","pl.allegro.tech.hermes.consumers.supervisor.workload.SubscriptionAssignmentViewTest","","pl.allegro.tech.hermes.consumers.supervisor.workload.SubscriptionAssignmentViewTest","shouldNotAddToUnchangedView","shouldNotAddToUnchangedView",""
"passed","Tue Aug 12 15:44:24 GMT 2025","Tue Aug 12 15:44:24 GMT 2025","217","IntegrationTest","ZookeeperWorkloadConstraintsCacheTest","","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperWorkloadConstraintsCacheTest","should update cache on delete node","should update cache on delete node",""
"passed","Tue Aug 12 15:44:25 GMT 2025","Tue Aug 12 15:44:25 GMT 2025","9","IntegrationTest","ZookeeperWorkloadConstraintsRepositoryTest","","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperWorkloadConstraintsRepositoryTest","should throw exception if topic node does not exist on update","should throw exception if topic node does not exist on update",""
"passed","Tue Aug 12 15:45:03 GMT 2025","Tue Aug 12 15:45:04 GMT 2025","1273","","pl.allegro.tech.hermes.consumers.supervisor.workload.WorkloadSupervisorIntegrationTest","","pl.allegro.tech.hermes.consumers.supervisor.workload.WorkloadSupervisorIntegrationTest","shouldElectNewLeaderAfterShutdown","shouldElectNewLeaderAfterShutdown",""
"passed","Tue Aug 12 15:47:39 GMT 2025","Tue Aug 12 15:47:39 GMT 2025","2","","SubscriptionHealthCheckerTest","","pl.allegro.tech.hermes.management.domain.subscription.SubscriptionHealthCheckerTest","should indicate that a batch subscriber with retry returning more than 10% 4xx errors is receiving malformed events","should indicate that a batch subscriber with retry returning more than 10% 4xx errors is receiving malformed events",""
"passed","Tue Aug 12 15:44:04 GMT 2025","Tue Aug 12 15:44:04 GMT 2025","143","","HermesSenderTest","","pl.allegro.tech.hermes.client.HermesSenderTest","should send Content-Type header when publishing using RestClient sender","should send Content-Type header when publishing using RestClient sender",""
"passed","Tue Aug 12 15:44:36 GMT 2025","Tue Aug 12 15:44:36 GMT 2025","6","","ResilientMessageSenderTest","","pl.allegro.tech.hermes.consumers.consumer.ResilientMessageSenderTest","should report failed sending on error response other than 4xx for subscription with no 4xx retry","should report failed sending on error response other than 4xx for subscription with no 4xx retry",""
"passed","Tue Aug 12 15:44:16 GMT 2025","Tue Aug 12 15:44:16 GMT 2025","3","","AvroPathMessageFilterSpec","","pl.allegro.tech.hermes.domain.filtering.AvroPathMessageFilterSpec","array paths [path: .cast[*].character, matcher: .*Corleone.*, matchingStrategy: all, result: true, #4]","array paths [path: .cast[*].character, matcher: .*Corleone.*, matchingStrategy: all, result: true, #4]",""
"passed","Tue Aug 12 15:52:40 GMT 2025","Tue Aug 12 15:52:40 GMT 2025","238","","pl.allegro.tech.hermes.integrationtests.management.TopicManagementTest","","pl.allegro.tech.hermes.integrationtests.management.TopicManagementTest","shouldNotUpdateTopicWithDisallowedLabels","shouldNotUpdateTopicWithDisallowedLabels()",""
"passed","Tue Aug 12 15:44:58 GMT 2025","Tue Aug 12 15:44:58 GMT 2025","2","","pl.allegro.tech.hermes.consumers.consumer.interpolation.MessageBodyInterpolatorTest","","pl.allegro.tech.hermes.consumers.consumer.interpolation.MessageBodyInterpolatorTest","willThrowExceptionOnInterpolationException","willThrowExceptionOnInterpolationException",""
