"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","should parse query and match single result","","Mon Dec 15 09:38:45 UTC 2025","passed","Mon Dec 15 09:38:45 UTC 2025","","JsonQueryParserTest","pl.allegro.tech.hermes.management.infrastructure.query.parser.json.JsonQueryParserTest","should parse query and match single result"
"","1","topic with at least one disallowed label should not be valid during creation [givenAllowedLabels: [TopicLabel(label-1)], createdTopicLabels: [TopicLabel(label-1), TopicLabel(some-random-label)], #2]","","Mon Dec 15 09:37:17 UTC 2025","passed","Mon Dec 15 09:37:17 UTC 2025","","TopicValidatorTest","pl.allegro.tech.hermes.management.domain.topic.validator.TopicValidatorTest","topic with at least one disallowed label should not be valid during creation [givenAllowedLabels: [TopicLabel(label-1)], createdTopicLabels: [TopicLabel(label-1), TopicLabel(some-random-label)], #2]"
"","79","should show message that fetching clients was unsuccessful","useTopic","Mon Dec 15 09:31:35 UTC 2025","passed","Mon Dec 15 09:31:35 UTC 2025","","","",""
"","3","shouldThrowResolvingExceptionWhenInterpolationFails","","Mon Dec 15 09:34:33 UTC 2025","passed","Mon Dec 15 09:34:33 UTC 2025","","pl.allegro.tech.hermes.consumers.consumer.sender.resolver.InterpolatingEndpointAddressResolverTest","pl.allegro.tech.hermes.consumers.consumer.sender.resolver.InterpolatingEndpointAddressResolverTest","shouldThrowResolvingExceptionWhenInterpolationFails"
"","1","shouldUnwrapUsingHeaderSchemaVersionIfHeaderPresentAndNoMagicByte","","Mon Dec 15 09:33:59 UTC 2025","passed","Mon Dec 15 09:33:59 UTC 2025","","pl.allegro.tech.hermes.common.message.wrapper.MessageContentWrapperTest","pl.allegro.tech.hermes.common.message.wrapper.MessageContentWrapperTest","shouldUnwrapUsingHeaderSchemaVersionIfHeaderPresentAndNoMagicByte"
"","775","shouldSetInflightSizeToNullByDefault()","","Mon Dec 15 09:41:10 UTC 2025","passed","Mon Dec 15 09:41:10 UTC 2025","","pl.allegro.tech.hermes.integrationtests.management.SubscriptionManagementTest","pl.allegro.tech.hermes.integrationtests.management.SubscriptionManagementTest","shouldSetInflightSizeToNullByDefault"
"","588","should send Content-Type header when publishing using WebClientSender sender","","Mon Dec 15 09:33:35 UTC 2025","passed","Mon Dec 15 09:33:36 UTC 2025","","HermesSenderTest","pl.allegro.tech.hermes.client.HermesSenderTest","should send Content-Type header when publishing using WebClientSender sender"
"","111","should render constraints listing with a filter applied (case-insensitive, filter: pl.group.topic1)","ConstraintsListing","Mon Dec 15 09:31:53 UTC 2025","passed","Mon Dec 15 09:31:53 UTC 2025","","","",""
"","2","should filter '$.type' matching 'donut' with result: true","","Mon Dec 15 09:33:47 UTC 2025","passed","Mon Dec 15 09:33:47 UTC 2025","","JsonPathMessageFilterSpec","pl.allegro.tech.hermes.domain.filtering.JsonPathMessageFilterSpec","should filter '$.type' matching 'donut' with result: true"
"","7","should show success notification when topic sync is successful","useSync","Mon Dec 15 09:31:59 UTC 2025","passed","Mon Dec 15 09:31:59 UTC 2025","","","",""
