"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","114","should hide loading spinner when fetching search results is complete","SearchView","Mon Nov 10 11:10:50 UTC 2025","passed","Mon Nov 10 11:10:50 UTC 2025","","","",""
"","1","topic with at least one disallowed label should not be valid during update [givenAllowedLabels: [TopicLabel(label-1), TopicLabel(label-2), TopicLabel(label-3)], updatedTopicLabels: [TopicLabel(label-1), TopicLabel(some-random-label)], #7]","","Mon Nov 10 11:16:02 UTC 2025","passed","Mon Nov 10 11:16:02 UTC 2025","","TopicValidatorTest","pl.allegro.tech.hermes.management.domain.topic.validator.TopicValidatorTest","topic with at least one disallowed label should not be valid during update [givenAllowedLabels: [TopicLabel(label-1), TopicLabel(label-2), TopicLabel(label-3)], updatedTopicLabels: [TopicLabel(label-1), TopicLabel(some-random-label)], #7]"
"","28","shouldAddUndeliveredMessageToLog","","Mon Nov 10 11:12:48 UTC 2025","passed","Mon Nov 10 11:12:48 UTC 2025","","pl.allegro.tech.hermes.common.message.undelivered.ZookeeperUndeliveredMessageLogTest","pl.allegro.tech.hermes.common.message.undelivered.ZookeeperUndeliveredMessageLogTest","shouldAddUndeliveredMessageToLog"
"","129","shouldCreateTopicWithLabels()","","Mon Nov 10 11:20:05 UTC 2025","passed","Mon Nov 10 11:20:05 UTC 2025","","pl.allegro.tech.hermes.integrationtests.management.TopicManagementTest","pl.allegro.tech.hermes.integrationtests.management.TopicManagementTest","shouldCreateTopicWithLabels"
"","108","should delete subscription constraints","IntegrationTest","Mon Nov 10 11:12:46 UTC 2025","passed","Mon Nov 10 11:12:47 UTC 2025","","ZookeeperWorkloadConstraintsRepositoryTest","pl.allegro.tech.hermes.infrastructure.zookeeper.ZookeeperWorkloadConstraintsRepositoryTest","should delete subscription constraints"
"","398","should return sum of shared counters","MultiZookeeperIntegrationTest","Mon Nov 10 11:17:23 UTC 2025","passed","Mon Nov 10 11:17:24 UTC 2025","","SummedSharedCounterTest","pl.allegro.tech.hermes.management.infrastructure.metrics.SummedSharedCounterTest","should return sum of shared counters"
"","3","should read subscription metrics for all http status codes","","Mon Nov 10 11:17:23 UTC 2025","passed","Mon Nov 10 11:17:23 UTC 2025","","HybridPrometheusBasedSubscriptionMetricsRepositoryTest","pl.allegro.tech.hermes.management.infrastructure.metrics.HybridPrometheusBasedSubscriptionMetricsRepositoryTest","should read subscription metrics for all http status codes"
"","2","shouldWrappedMessageContainsMetadata","","Mon Nov 10 11:12:48 UTC 2025","passed","Mon Nov 10 11:12:48 UTC 2025","","pl.allegro.tech.hermes.common.message.wrapper.AvroMessageContentWrapperTest","pl.allegro.tech.hermes.common.message.wrapper.AvroMessageContentWrapperTest","shouldWrappedMessageContainsMetadata"
"","2047","shouldTimeoutRequestToSlowlyRespondingClient()","","Mon Nov 10 11:13:21 UTC 2025","passed","Mon Nov 10 11:13:23 UTC 2025","","pl.allegro.tech.hermes.integrationtests.BatchDeliveryTest","pl.allegro.tech.hermes.integrationtests.BatchDeliveryTest","shouldTimeoutRequestToSlowlyRespondingClient"
"","5","should throw exception when not able to fetch latest schema version [client: <pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClient@3139ab0e schemaRepositoryInstanceResolver=pl.allegro.tech.hermes.schema.resolver.DefaultSchemaRepositoryInstanceResolver@643afff3 objectMapper=com.fasterxml.jackson.databind.ObjectMapper@92bdd87 validationEndpointEnabled=false deleteSchemaPathSuffix=versions subjectNamingStrategy=pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x00007f89a4482ba8@1520485a>, subjectNamingStrategy: <pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x00007f89a4482ba8@1520485a arg$1=pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x00007f89a4482740@27f0979 arg$2=pl.allegro.tech.hermes.schema.SubjectNamingStrategy$Namespace@34146b8c>, #3]","","Mon Nov 10 11:18:06 UTC 2025","passed","Mon Nov 10 11:18:06 UTC 2025","","SchemaRegistryRawSchemaClientTest","pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClientTest","should throw exception when not able to fetch latest schema version [client: <pl.allegro.tech.hermes.schema.confluent.SchemaRegistryRawSchemaClient@3139ab0e schemaRepositoryInstanceResolver=pl.allegro.tech.hermes.schema.resolver.DefaultSchemaRepositoryInstanceResolver@643afff3 objectMapper=com.fasterxml.jackson.databind.ObjectMapper@92bdd87 validationEndpointEnabled=false deleteSchemaPathSuffix=versions subjectNamingStrategy=pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x00007f89a4482ba8@1520485a>, subjectNamingStrategy: <pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x00007f89a4482ba8@1520485a arg$1=pl.allegro.tech.hermes.schema.SubjectNamingStrategy$$Lambda/0x00007f89a4482740@27f0979 arg$2=pl.allegro.tech.hermes.schema.SubjectNamingStrategy$Namespace@34146b8c>, #3]"
